id,product_id,price,currency,valid_from,valid_to,price_type,source,created_at
b424d4f7-64d2-50e1-adf2-7c314cdc83cd,746e83f8-c019-5f34-be65-3ba6d9311b16,177.99,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-01-23
dd2202a0-80d2-5039-97ee-0a150b7a6c75,746e83f8-c019-5f34-be65-3ba6d9311b16,183.33,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-01-23
0990b818-c04e-5392-8edf-77b3616b8ff8,20bd9198-afef-51b5-88cd-25eecdc6a243,168.96,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-01-22
f8c01490-5022-5017-8ec7-2efe1b4d304e,20bd9198-afef-51b5-88cd-25eecdc6a243,179.74,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-01-22
8007a9ce-7d3f-57e2-b07b-2b6c3b7c9241,20bd9198-afef-51b5-88cd-25eecdc6a243,185.13,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-01-22
ab86a2a3-b3c7-5d08-ba19-4c7587c42fc3,da3b1539-9617-5466-87e9-e053e2419729,170.60,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-01-21
d1ebc9a8-590c-54fd-b01b-33d96333d11c,da3b1539-9617-5466-87e9-e053e2419729,181.49,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-01-21
53983a9e-bae3-5120-832e-a2bc32d18923,da3b1539-9617-5466-87e9-e053e2419729,186.93,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-01-21
e7e19403-f4aa-5fbf-b1bd-eff6bdd9215a,1e4e8bdc-40be-58a9-9f14-c7b0c6af9c9c,172.25,PLN,2026-03-01,2026-03-30,regular,synthetic_pricing_rules,2026-01-20
c3db14f1-79e3-5fb7-95d1-92644e7526c6,1e4e8bdc-40be-58a9-9f14-c7b0c6af9c9c,183.24,PLN,2026-03-31,2026-05-30,regular,synthetic_pricing_rules,2026-01-20
5a5ddd47-6fc7-5e2a-8952-8a9f4dfee0a1,1e4e8bdc-40be-58a9-9f14-c7b0c6af9c9c,188.74,PLN,2026-05-31,,planned,synthetic_pricing_rules,2026-01-20
